red,green,blue,name
0.0,1.0,1.0,geoprobe
0.0001170617500731636,0.9851916886157448,0.9996488147497805,geoprobe
0.0002341235001463272,0.9703833772314896,0.999297629499561,geoprobe
0.0003511852502194908,0.9555750658472344,0.9989464442493415,geoprobe
0.0004682470002926544,0.9407667544629792,0.998595258999122,geoprobe
0.000585308750365818,0.925958443078724,0.9982440737489026,geoprobe
0.0007023705004389816,0.9111501316944688,0.9978928884986831,geoprobe
0.0008194322505121451,0.8963418203102136,0.9975417032484636,geoprobe
0.0009364940005853088,0.8815335089259584,0.9971905179982441,geoprobe
0.0010535557506584723,0.8667251975417032,0.9968393327480246,geoprobe
0.001170617500731636,0.851916886157448,0.9964881474978051,geoprobe
0.0012876792508047996,0.8371085747731929,0.9961369622475856,geoprobe
0.0014047410008779632,0.8223002633889377,0.9957857769973661,geoprobe
0.0015218027509511269,0.8074919520046825,0.9954345917471467,geoprobe
0.0016388645010242903,0.7926836406204273,0.9950834064969272,geoprobe
0.001755926251097454,0.7778753292361721,0.9947322212467077,geoprobe
0.0018729880011706175,0.7630670178519169,0.9943810359964882,geoprobe
0.001990049751243781,0.7482587064676617,0.9940298507462686,geoprobe
0.0021071115013169446,0.7334503950834065,0.9936786654960491,geoprobe
0.0022241732513901082,0.7186420836991513,0.9933274802458296,geoprobe
0.002341235001463272,0.7038337723148961,0.9929762949956101,geoprobe
0.0024582967515364355,0.689025460930641,0.9926251097453906,geoprobe
0.002575358501609599,0.6742171495463858,0.9922739244951712,geoprobe
0.002692420251682763,0.6594088381621306,0.9919227392449517,geoprobe
0.0028094820017559264,0.6446005267778754,0.9915715539947322,geoprobe
0.00292654375182909,0.6297922153936202,0.9912203687445127,geoprobe
0.0030436055019022537,0.614983904009365,0.9908691834942932,geoprobe
0.003160667251975417,0.6001755926251098,0.9905179982440737,geoprobe
0.0032777290020485805,0.5853672812408546,0.9901668129938542,geoprobe
0.003394790752121744,0.5705589698565994,0.9898156277436347,geoprobe
0.003511852502194908,0.5557506584723442,0.9894644424934153,geoprobe
0.0036289142522680715,0.540942347088089,0.9891132572431958,geoprobe
0.003745976002341235,0.5261340357038338,0.9887620719929763,geoprobe
0.0038630377524143987,0.5113257243195786,0.9884108867427568,geoprobe
0.003980099502487562,0.49651741293532337,0.9880597014925373,geoprobe
0.004097161252560726,0.48170910155106816,0.9877085162423178,geoprobe
0.004214223002633889,0.46690079016681296,0.9873573309920983,geoprobe
0.004331284752707053,0.45209247878255776,0.9870061457418788,geoprobe
0.0044483465027802165,0.43728416739830256,0.9866549604916593,geoprobe
0.0045654082528533806,0.42247585601404736,0.9863037752414399,geoprobe
0.004682470002926544,0.40766754462979216,0.9859525899912204,geoprobe
0.004799531752999708,0.39285923324553707,0.9856014047410009,geoprobe
0.004916593503072871,0.37805092186128186,0.9852502194907814,geoprobe
0.005033655253146034,0.36324261047702666,0.9848990342405619,geoprobe
0.005150717003219198,0.34843429909277146,0.9845478489903424,geoprobe
0.0052677787532923615,0.33362598770851626,0.9841966637401229,geoprobe
0.005384840503365526,0.31881767632426106,0.9838454784899034,geoprobe
0.005501902253438689,0.30400936494000586,0.983494293239684,geoprobe
0.005618964003511853,0.28920105355575065,0.9831431079894645,geoprobe
0.005736025753585016,0.27439274217149545,0.982791922739245,geoprobe
0.00585308750365818,0.25958443078724025,0.9824407374890254,geoprobe
0.005970149253731343,0.24477611940298505,0.9820895522388059,geoprobe
0.006087211003804507,0.22996780801872985,0.9817383669885864,geoprobe
0.006204272753877671,0.21515949663447465,0.9813871817383669,geoprobe
0.006321334503950834,0.20035118525021944,0.9810359964881474,geoprobe
0.006438396254023998,0.18554287386596424,0.980684811237928,geoprobe
0.006555458004097161,0.17073456248170915,0.9803336259877085,geoprobe
0.006672519754170325,0.15592625109745395,0.979982440737489,geoprobe
0.006789581504243488,0.14111793971319875,0.9796312554872695,geoprobe
0.0069066432543166524,0.12630962832894355,0.97928007023705,geoprobe
0.007023705004389816,0.11150131694468834,0.9789288849868305,geoprobe
0.00714076675446298,0.09669300556043314,0.978577699736611,geoprobe
0.007257828504536143,0.08188469417617794,0.9782265144863915,geoprobe
0.007374890254609307,0.06707638279192274,0.977875329236172,geoprobe
0.00749195200468247,0.05226807140766754,0.9775241439859526,geoprobe
