red,green,blue,name
0.0,1.0,1.0,geoprobe_filtered
0.0001170617500731636,0.9851916886157448,0.9996488147497805,geoprobe_filtered
0.0002341235001463272,0.9703833772314896,0.999297629499561,geoprobe_filtered
0.0003511852502194908,0.9555750658472344,0.9989464442493415,geoprobe_filtered
0.0004682470002926544,0.9407667544629792,0.998595258999122,geoprobe_filtered
0.000585308750365818,0.925958443078724,0.9982440737489026,geoprobe_filtered
0.0007023705004389816,0.9111501316944688,0.9978928884986831,geoprobe_filtered
0.0008194322505121451,0.8963418203102136,0.9975417032484636,geoprobe_filtered
0.0009364940005853088,0.8815335089259584,0.9971905179982441,geoprobe_filtered
0.0010535557506584723,0.8667251975417032,0.9968393327480246,geoprobe_filtered
0.001170617500731636,0.851916886157448,0.9964881474978051,geoprobe_filtered
0.0012876792508047996,0.8371085747731929,0.9961369622475856,geoprobe_filtered
0.0014047410008779632,0.8223002633889377,0.9957857769973661,geoprobe_filtered
0.0015218027509511269,0.8074919520046825,0.9954345917471467,geoprobe_filtered
0.0016388645010242903,0.7926836406204273,0.9950834064969272,geoprobe_filtered
0.001755926251097454,0.7778753292361721,0.9947322212467077,geoprobe_filtered
0.0018729880011706175,0.7630670178519169,0.9943810359964882,geoprobe_filtered
0.001990049751243781,0.7482587064676617,0.9940298507462686,geoprobe_filtered
0.0021071115013169446,0.7334503950834065,0.9936786654960491,geoprobe_filtered
0.0022241732513901082,0.7186420836991513,0.9933274802458296,geoprobe_filtered
0.002341235001463272,0.7038337723148961,0.9929762949956101,geoprobe_filtered
0.0024582967515364355,0.689025460930641,0.9926251097453906,geoprobe_filtered
0.002575358501609599,0.6742171495463858,0.9922739244951712,geoprobe_filtered
0.002692420251682763,0.6594088381621306,0.9919227392449517,geoprobe_filtered
0.0028094820017559264,0.6446005267778754,0.9915715539947322,geoprobe_filtered
0.00292654375182909,0.6297922153936202,0.9912203687445127,geoprobe_filtered
0.0030436055019022537,0.614983904009365,0.9908691834942932,geoprobe_filtered
0.003160667251975417,0.6001755926251098,0.9905179982440737,geoprobe_filtered
0.0032777290020485805,0.5853672812408546,0.9901668129938542,geoprobe_filtered
0.003394790752121744,0.5705589698565994,0.9898156277436347,geoprobe_filtered
0.003511852502194908,0.5557506584723442,0.9894644424934153,geoprobe_filtered
0.0036289142522680715,0.540942347088089,0.9891132572431958,geoprobe_filtered
