WB_UWBI,GOV_WB_NAME,WELL_UWI,PROD_DAY,WB_OIL_VOL_SM3,WB_GAS_VOL_SM3,WB_WATER_VOL_M3,GOV_FIELD_NAME
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-07-19T00:00:00,0.0,0.0,0.0,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-07-20T00:00:00,0.0075,0.4343,0.0,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-07-21T00:00:00,0.0,0.0,0.0,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-07-22T00:00:00,1036.14836,39687.90358,0.40962,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-07-23T00:00:00,2662.28177,107320.74555,0.99236,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-07-24T00:00:00,4453.08726,170515.7388,1.62177,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-07-25T00:00:00,6046.53097,235290.36924,2.20926,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-07-26T00:00:00,5276.84843,206583.41736,1.92167,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-07-27T00:00:00,5600.36632,220402.7181,2.04433,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-07-28T00:00:00,5970.94284,237110.38452,2.20136,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-07-29T00:00:00,6087.52372,243443.38848,2.23803,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-07-30T00:00:00,6099.15533,186473.55133,2.26657,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-07-31T00:00:00,6502.30161,340375.26985,2.45186,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-01T00:00:00,6694.60359,254022.94371,2.6412,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-02T00:00:00,6166.20713,248165.41477,2.47202,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-03T00:00:00,6135.77545,273342.88524,2.46609,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-04T00:00:00,6082.16979,240076.77713,2.45521,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-05T00:00:00,6048.32692,216730.61962,2.32997,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-06T00:00:00,6031.17455,224638.32618,2.36243,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-07T00:00:00,6031.5505,224772.44778,2.3265,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-08T00:00:00,6045.57631,229400.29633,2.22655,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-09T00:00:00,6044.63696,233657.64202,2.40142,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-10T00:00:00,6007.6987,221808.75146,2.45682,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-11T00:00:00,5876.79021,239746.46974,2.36516,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-12T00:00:00,5784.58629,226274.11432,2.32188,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-13T00:00:00,5789.52036,232240.37922,2.33288,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-14T00:00:00,5795.304,234969.64966,2.33333,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-15T00:00:00,5815.32504,235850.87764,2.35961,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-16T00:00:00,5816.29311,232555.08251,2.35425,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-17T00:00:00,5881.16095,236725.36372,2.35901,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-18T00:00:00,5822.9124,234292.51334,2.32393,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-19T00:00:00,5904.06121,236465.44399,2.3988,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-20T00:00:00,6000.84475,191830.06009,2.48427,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-21T00:00:00,6039.66019,256983.39519,2.50886,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-22T00:00:00,6044.2878,215155.78798,2.5296,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-23T00:00:00,6196.28366,277122.51541,2.72557,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-24T00:00:00,6546.33265,295481.23593,3.17887,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-25T00:00:00,5722.79177,208395.32692,2.79262,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-26T00:00:00,6439.60527,275503.41456,2.8469,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-27T00:00:00,6172.43307,239422.97348,2.50855,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-28T00:00:00,6173.25124,239080.1618,2.49362,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-29T00:00:00,6150.89633,203049.74879,2.42734,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-30T00:00:00,6170.06663,304004.10509,2.61023,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-08-31T00:00:00,6179.7497,254585.33083,2.63623,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-01T00:00:00,6206.1008,249893.59585,2.68399,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-02T00:00:00,6364.53941,245034.36301,2.94905,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-03T00:00:00,6168.0621,245389.90438,2.60256,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-04T00:00:00,6171.97973,249666.55828,2.58769,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-05T00:00:00,6183.73841,243607.63214,2.56482,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-06T00:00:00,6179.24486,242222.19539,2.5825,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-07T00:00:00,6175.21657,247091.78988,2.56144,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-08T00:00:00,6204.40476,248595.32561,2.53376,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-09T00:00:00,6166.96061,247431.73532,2.51015,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-10T00:00:00,5912.53131,250256.47507,2.04683,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-11T00:00:00,6057.35115,351294.218,2.2935,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-12T00:00:00,6175.44986,253431.33801,2.54288,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-13T00:00:00,6253.64207,243276.91846,2.61822,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-14T00:00:00,6222.35564,249915.04136,2.56341,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-15T00:00:00,5921.64972,232854.14924,2.37196,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-16T00:00:00,5761.45771,224202.90745,2.30539,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-17T00:00:00,5752.78164,221682.25347,2.30904,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-18T00:00:00,5602.30808,215874.31239,2.25374,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-19T00:00:00,5503.69016,211626.97395,2.22616,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-20T00:00:00,5492.82419,210927.92671,2.21757,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-21T00:00:00,5447.6585,209106.49897,2.21721,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-22T00:00:00,5142.95093,197987.52982,2.04399,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-23T00:00:00,4815.36427,184442.36674,1.94731,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-24T00:00:00,5480.62936,209295.72016,2.20855,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-25T00:00:00,5500.8149,212963.69151,2.20878,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-26T00:00:00,5419.32568,211411.72128,2.17625,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-27T00:00:00,5307.29862,201692.06487,2.14931,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-28T00:00:00,5341.53189,205256.52244,2.14712,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-29T00:00:00,5329.84201,204208.97004,2.14622,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-09-30T00:00:00,5317.53022,202768.61331,2.14209,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-01T00:00:00,5297.54273,202154.5769,2.14913,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-02T00:00:00,5293.13381,202549.03474,2.15022,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-03T00:00:00,5145.15661,194479.21375,2.09932,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-04T00:00:00,5081.08629,194355.76571,2.07165,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-05T00:00:00,5045.89229,191835.95931,2.06179,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-06T00:00:00,5028.9458,192048.6166,2.07508,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-07T00:00:00,4907.62119,182295.00903,1.97816,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-08T00:00:00,4977.39833,185450.19797,2.08828,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-09T00:00:00,5018.37153,190940.70769,2.09331,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-10T00:00:00,5039.9852,194153.80762,2.13768,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-11T00:00:00,5025.7062,193591.76175,2.24504,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-12T00:00:00,5257.78262,205775.43905,2.61263,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-13T00:00:00,4885.03939,187890.26414,2.17103,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-14T00:00:00,4803.40595,184406.58654,2.12591,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-15T00:00:00,4802.29722,181948.34908,2.11372,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-16T00:00:00,4797.35944,181995.4503,2.12552,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-17T00:00:00,4789.57917,183656.24203,2.12081,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-18T00:00:00,4790.71971,183842.50136,2.11131,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-19T00:00:00,4734.5766,182094.70441,2.11822,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-20T00:00:00,4705.89283,179606.54716,2.09299,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-21T00:00:00,4299.92888,163257.25441,1.88742,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-22T00:00:00,4786.21676,181021.89325,2.08694,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-23T00:00:00,4774.83732,185802.38197,2.08962,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-24T00:00:00,4768.5028,183950.80604,2.07062,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-25T00:00:00,4777.57842,183498.65421,2.07252,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-26T00:00:00,4773.93786,182600.4776,2.0745,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-27T00:00:00,4780.00751,181948.64723,2.08036,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-28T00:00:00,4783.10437,182593.00041,2.06503,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-29T00:00:00,4963.67518,187442.69516,2.14805,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-30T00:00:00,4763.79092,181541.39247,2.02475,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-10-31T00:00:00,4771.31007,181160.3548,2.00165,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-01T00:00:00,4755.26527,180406.13333,1.99236,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-02T00:00:00,4757.86403,180192.96917,1.97717,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-03T00:00:00,1146.46116,16395.93974,0.49534,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-04T00:00:00,93.33602,686.29795,0.85485,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-05T00:00:00,4840.59032,233054.43391,1.34253,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-06T00:00:00,4720.73759,215017.16813,1.84038,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-07T00:00:00,4754.71874,180430.95695,1.9118,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-08T00:00:00,4734.53741,177526.35781,1.92229,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-09T00:00:00,4691.45944,177265.92694,1.95415,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-10T00:00:00,4612.14556,177273.39938,1.92841,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-11T00:00:00,4598.70457,174948.26162,1.94283,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-12T00:00:00,4581.68365,174463.94563,1.9526,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-13T00:00:00,4576.6083,173631.24521,1.96236,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-14T00:00:00,4578.37486,173514.66798,1.97438,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-15T00:00:00,4565.50178,173826.02424,1.99555,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-16T00:00:00,4555.74702,173088.5903,2.02538,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-17T00:00:00,4519.98838,186469.68792,2.02713,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-18T00:00:00,4500.59204,168248.42613,1.99148,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-19T00:00:00,4506.99021,171124.82814,2.01463,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-20T00:00:00,4468.17472,166127.93291,1.93605,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-21T00:00:00,4132.16764,160898.91388,1.82072,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-22T00:00:00,4546.50719,172909.81162,2.0276,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-23T00:00:00,4542.26237,172853.17489,2.02039,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-24T00:00:00,4524.1908,169374.29948,2.01314,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-25T00:00:00,4527.27362,166669.06531,2.03466,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-26T00:00:00,4501.74975,172295.16,2.05592,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-27T00:00:00,4476.77021,169348.62436,2.03759,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-28T00:00:00,4493.48982,170073.16267,1.99238,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-29T00:00:00,4521.80215,164690.22515,2.00536,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-11-30T00:00:00,4460.01185,173686.57671,2.02048,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-01T00:00:00,4461.1279,169005.28488,2.0203,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-02T00:00:00,4461.7712,168658.18802,2.02985,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-03T00:00:00,4454.75325,167906.30731,2.02166,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-04T00:00:00,4451.25973,167914.44198,2.03606,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-05T00:00:00,4471.03655,115863.21262,2.05208,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-06T00:00:00,4465.62726,241838.68457,2.05166,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-07T00:00:00,4453.80172,172039.87164,2.03742,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-08T00:00:00,4452.36948,166430.57821,2.03179,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-09T00:00:00,4456.89181,161591.96753,2.07344,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-10T00:00:00,4519.1582,175696.68729,2.06567,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-11T00:00:00,4495.39657,169817.03683,2.05778,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-12T00:00:00,4473.93358,171195.08854,2.05144,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-13T00:00:00,4505.76684,158444.67486,2.05474,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-14T00:00:00,4518.01536,192630.37119,2.0749,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-15T00:00:00,4522.13928,171754.69847,2.05191,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-16T00:00:00,4523.63998,172972.26056,2.00747,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-17T00:00:00,4518.82102,172396.75334,2.01379,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-18T00:00:00,4509.82141,172381.069,2.01176,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-19T00:00:00,4495.89277,172286.71279,1.99861,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-20T00:00:00,4507.58272,172591.43405,2.0008,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-21T00:00:00,4512.52499,171972.27762,2.00243,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-22T00:00:00,4533.47773,172089.30481,1.99229,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-23T00:00:00,4565.21957,173367.84802,2.01152,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-24T00:00:00,4559.07027,174072.93502,2.00599,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-25T00:00:00,4550.69926,172995.27527,2.01068,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-26T00:00:00,4512.35079,171162.78714,2.0119,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-27T00:00:00,4541.98672,171014.06306,2.02645,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-28T00:00:00,4565.38622,171945.43783,2.04387,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-29T00:00:00,4562.95992,172854.47473,2.0495,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-30T00:00:00,4536.3358,173492.94173,2.0327,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2023-12-31T00:00:00,4496.77207,170266.57826,2.014,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-01T00:00:00,4516.20558,169905.86616,2.00851,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-02T00:00:00,4457.77746,167304.21266,1.99962,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-03T00:00:00,4497.99792,169470.70305,1.98904,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-04T00:00:00,4455.19877,165965.96169,1.97946,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-05T00:00:00,4468.23028,166957.01143,1.97842,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-06T00:00:00,4474.38603,167233.38118,1.97852,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-07T00:00:00,4513.00111,146739.48377,1.98161,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-08T00:00:00,4484.90912,202552.23959,1.98866,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-09T00:00:00,4475.29685,170086.94909,1.99371,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-10T00:00:00,4469.03611,168183.83994,1.9942,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-11T00:00:00,4466.84724,166801.09892,1.9937,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-12T00:00:00,4484.0182,168125.61509,2.02301,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-13T00:00:00,4471.9131,168399.58682,1.99654,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-14T00:00:00,4460.02423,167286.05733,1.9966,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-15T00:00:00,4456.34523,166196.79536,1.99369,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-16T00:00:00,4455.38221,166177.15771,1.99694,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-17T00:00:00,4443.66384,158713.56296,1.9847,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-18T00:00:00,4448.9601,171841.07808,1.98865,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-19T00:00:00,4465.49152,169262.63704,2.02248,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-20T00:00:00,4530.53114,171669.07079,1.77438,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-21T00:00:00,4503.44003,173230.35502,1.91719,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-22T00:00:00,4490.30214,173512.85279,1.93572,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-23T00:00:00,4468.98212,172085.07808,1.92834,JOHAN SVERDRUP
NO 16/2-D-1,16/2-D-1,NO 16/2-D-1,2024-01-24T00:00:00,4465.31424,172212.49282,1.92854,JOHAN SVERDRUP
