WB_UWBI,GOV_WB_NAME,WELL_UWI,PROD_DAY,WB_OIL_VOL_SM3,WB_GAS_VOL_SM3,WB_WATER_VOL_M3,GOV_FIELD_NAME
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-10T00:00:00,2005.38151,83816.03483,0.91665,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-11T00:00:00,1975.66988,80204.02459,0.90437,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-12T00:00:00,1963.13272,80787.86366,0.90016,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-13T00:00:00,1976.31539,74760.33279,0.90125,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-14T00:00:00,1989.18037,90940.54318,0.91353,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-15T00:00:00,2006.61624,81675.97896,0.9105,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-16T00:00:00,2012.17014,82865.91941,0.89295,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-17T00:00:00,2009.09603,82548.32316,0.89534,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-18T00:00:00,2000.8276,82306.6514,0.89254,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-19T00:00:00,1989.50617,81891.6335,0.88442,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-20T00:00:00,1990.87214,81780.21166,0.8837,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-21T00:00:00,1983.04164,81490.83627,0.87997,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-22T00:00:00,1981.72197,80832.38099,0.87089,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-23T00:00:00,1988.07061,81038.69037,0.87598,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-24T00:00:00,1984.18414,81469.52032,0.87304,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-25T00:00:00,1981.35451,80860.26512,0.87544,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-26T00:00:00,1968.94732,80143.36137,0.87788,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-27T00:00:00,1979.24609,79993.72848,0.88306,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-28T00:00:00,2049.54387,82969.84636,0.91756,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-29T00:00:00,2119.49474,86345.47726,0.95199,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-30T00:00:00,2123.03656,87205.89613,0.95132,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2023-12-31T00:00:00,2114.75826,86121.21612,0.94715,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-01T00:00:00,2123.72349,85914.11126,0.94449,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-02T00:00:00,2086.74893,84233.61953,0.93605,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-03T00:00:00,2104.13044,85296.37436,0.93046,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-04T00:00:00,2081.52255,83557.78653,0.92483,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-05T00:00:00,2087.50349,84118.68926,0.92429,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-06T00:00:00,2089.67416,84296.68903,0.92403,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-07T00:00:00,2108.2926,74106.87322,0.92573,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-08T00:00:00,2104.55745,102611.52247,0.93318,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-09T00:00:00,2034.82661,83027.50387,0.9065,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-10T00:00:00,1965.36792,79355.02061,0.877,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-11T00:00:00,1964.22824,78682.45773,0.8767,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-12T00:00:00,1968.14871,79168.2076,0.88795,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-13T00:00:00,1974.10966,79776.52474,0.88137,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-14T00:00:00,1969.19145,79265.44688,0.88154,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-15T00:00:00,1969.66589,78821.44928,0.88119,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-16T00:00:00,1956.48356,78423.18159,0.87691,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-17T00:00:00,1951.74303,75009.6118,0.87172,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-18T00:00:00,1943.17496,80703.86761,0.86859,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-19T00:00:00,1981.07843,81031.10233,0.89726,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-20T00:00:00,2008.58027,81772.23736,0.78666,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-21T00:00:00,1987.27506,82439.86158,0.84602,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-22T00:00:00,1984.94371,82987.73705,0.85569,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-23T00:00:00,1979.84357,82456.7297,0.85429,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-24T00:00:00,1985.48458,82800.03315,0.85752,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-25T00:00:00,1969.41697,81649.91926,0.85245,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-26T00:00:00,1965.7021,77366.04688,0.84924,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-27T00:00:00,1972.94418,55436.94444,0.8576,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-28T00:00:00,1968.41823,83874.70492,0.85957,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-29T00:00:00,1977.02162,84107.44109,0.86773,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-30T00:00:00,1965.45046,83648.49188,0.86086,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-01-31T00:00:00,1972.03726,83786.17535,0.85548,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-01T00:00:00,1986.80595,84216.18093,0.84915,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-02T00:00:00,1999.71512,85009.92853,0.85136,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-03T00:00:00,1989.23387,84452.28864,0.84823,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-04T00:00:00,1994.95708,84677.17834,0.85136,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-05T00:00:00,2002.28209,85005.33329,0.85611,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-06T00:00:00,1985.54367,84607.45098,0.86437,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-07T00:00:00,1990.57264,84852.31688,0.87205,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-08T00:00:00,2007.27718,85461.4967,0.86647,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-09T00:00:00,1994.4636,84531.75742,0.83768,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-10T00:00:00,1995.70383,84125.26024,0.84782,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-11T00:00:00,1990.1169,109413.57787,0.84533,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-12T00:00:00,1997.53594,97441.25587,0.82979,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-13T00:00:00,1994.34815,81602.13873,0.814,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-14T00:00:00,1989.08973,81187.57847,0.80975,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-15T00:00:00,1981.97672,81000.44045,0.80773,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-16T00:00:00,1986.63964,80519.35655,0.81266,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-17T00:00:00,1984.0961,80959.40132,0.80984,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-18T00:00:00,1931.31622,76922.93556,0.77846,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-19T00:00:00,1940.85592,81002.50504,0.78855,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-20T00:00:00,1933.64469,80442.76306,0.7846,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-21T00:00:00,1932.74243,82107.39876,0.78471,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-22T00:00:00,1922.95482,73190.9991,0.77855,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-23T00:00:00,1937.83584,83875.67997,0.79079,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-24T00:00:00,1933.1291,80905.48322,0.7939,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-25T00:00:00,1930.3675,79548.00561,0.79296,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-26T00:00:00,1939.51916,81489.22285,0.78427,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-27T00:00:00,1946.06937,79401.79839,0.76766,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-28T00:00:00,1935.79616,78804.01414,0.76162,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-02-29T00:00:00,1932.448,78745.98136,0.77202,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-01T00:00:00,1928.58073,78181.24256,0.77255,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-02T00:00:00,1929.78621,74292.75846,0.77348,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-03T00:00:00,1927.51283,79947.60265,0.77166,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-04T00:00:00,1926.63714,80480.45258,0.76884,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-05T00:00:00,1964.07268,78777.70251,0.76238,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-06T00:00:00,2048.40363,82696.79792,0.80669,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-07T00:00:00,2569.02463,104458.20913,1.01311,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-08T00:00:00,2688.53954,110570.57835,1.06084,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-09T00:00:00,2687.46617,107979.36107,1.06561,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-10T00:00:00,2674.24111,106624.22338,1.08511,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-11T00:00:00,2692.80865,111609.42689,1.10481,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-12T00:00:00,2677.0514,110906.87256,1.10157,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-13T00:00:00,2741.85722,113133.02803,1.13692,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-14T00:00:00,2765.01446,114655.47806,1.1451,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-15T00:00:00,2723.588,111306.20347,1.1192,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-16T00:00:00,2700.58165,109888.558,1.10907,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-17T00:00:00,2659.19225,109615.72235,1.093,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-18T00:00:00,2660.06136,109952.81642,1.09029,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-19T00:00:00,2655.1256,109317.38626,1.08559,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-20T00:00:00,2647.90545,109726.1333,1.08304,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-21T00:00:00,2647.9841,110022.1858,1.08485,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-22T00:00:00,2687.60821,112007.41816,1.08658,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-23T00:00:00,2662.10407,110078.70573,1.07636,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-24T00:00:00,2660.27879,108679.54184,1.07508,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-25T00:00:00,2436.15496,96827.29123,0.98684,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-26T00:00:00,1227.44892,52055.06461,0.49004,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-27T00:00:00,2633.71074,109454.46075,1.07511,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-28T00:00:00,2638.21697,109115.20996,1.07945,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-29T00:00:00,2639.87555,106332.26127,1.07875,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-30T00:00:00,2660.22459,115218.89526,1.08555,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-03-31T00:00:00,2321.80934,97716.49854,0.94533,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-01T00:00:00,1690.33305,70398.53742,0.68583,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-02T00:00:00,1824.06018,75727.82352,0.74005,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-03T00:00:00,2344.52496,97647.28508,0.95247,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-04T00:00:00,2683.06808,111055.5547,1.09319,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-05T00:00:00,984.51346,40790.51864,0.39126,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-06T00:00:00,2655.60829,110746.38569,1.08175,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-07T00:00:00,2659.39918,110749.59185,1.08411,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-08T00:00:00,2666.61234,108122.77429,1.08061,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-09T00:00:00,2707.16694,100317.71931,1.09726,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-10T00:00:00,2676.78343,116702.3655,1.08376,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-11T00:00:00,2709.57997,129321.91282,1.10518,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-12T00:00:00,2690.74977,112134.6635,1.09205,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-13T00:00:00,2680.86419,111246.28598,1.0853,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-14T00:00:00,2611.45247,108720.4179,1.0653,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-15T00:00:00,2614.84158,108661.11296,1.03256,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-16T00:00:00,1034.47182,42676.76087,0.40553,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-17T00:00:00,0.0,0.0,0.0,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-18T00:00:00,2526.74003,105117.3516,1.01624,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-19T00:00:00,2574.99429,108333.87624,1.03596,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-20T00:00:00,2598.3548,106580.06481,1.03967,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-21T00:00:00,2532.25748,105397.01373,1.01256,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-22T00:00:00,2585.74029,108076.77582,1.03555,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-23T00:00:00,2580.55022,106738.84961,1.03005,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-24T00:00:00,2582.64828,109785.19531,1.03281,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-25T00:00:00,2539.63637,104694.40163,1.01483,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-26T00:00:00,2575.9864,106365.60503,1.02638,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-27T00:00:00,2804.4328,115520.14888,1.12049,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-28T00:00:00,2857.94315,120022.9938,1.14352,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-29T00:00:00,2851.17851,118315.78189,1.14084,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-04-30T00:00:00,2848.7929,118706.03375,1.14418,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-01T00:00:00,2854.04307,118062.67496,1.14336,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-02T00:00:00,2838.06965,117600.24232,1.1434,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-03T00:00:00,2710.31457,111167.92841,1.08848,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-04T00:00:00,2838.53043,118674.13493,1.13461,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-05T00:00:00,2841.50024,116543.76541,1.13269,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-06T00:00:00,2837.08671,114642.70436,1.13228,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-07T00:00:00,2643.84099,110222.79844,1.04771,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-08T00:00:00,2643.46421,111356.08887,1.04897,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-09T00:00:00,2192.27584,91025.17383,0.87241,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-10T00:00:00,2636.30261,108133.03777,1.04907,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-11T00:00:00,2636.00572,110158.05638,1.04675,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-12T00:00:00,2631.58825,109192.38523,1.04278,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-13T00:00:00,2635.90488,109352.94937,29.57079,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-14T00:00:00,2680.30526,110757.72149,33.94605,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-15T00:00:00,2842.3577,117259.81254,32.55599,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-16T00:00:00,2858.29196,118607.09502,30.59414,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-17T00:00:00,2852.3674,118086.61191,31.98891,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-18T00:00:00,2865.34717,118797.2941,29.53949,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-19T00:00:00,2659.60696,114143.67674,36.82781,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-20T00:00:00,2501.43977,102845.77669,31.18764,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-21T00:00:00,2468.91653,101119.45288,29.04041,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-22T00:00:00,2617.77375,107908.19797,35.06915,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-23T00:00:00,2731.38892,115104.10045,21.20884,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-24T00:00:00,2765.41925,113484.19247,16.11119,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-25T00:00:00,2781.89438,113689.58057,17.48137,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-26T00:00:00,2793.07076,113789.24469,17.6242,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-27T00:00:00,2742.00721,111499.70708,17.41774,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-28T00:00:00,2597.94553,106175.04626,16.0408,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-29T00:00:00,2586.94846,105749.84805,16.47194,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-30T00:00:00,2609.39282,104429.94955,11.24069,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-05-31T00:00:00,2603.80815,104395.37487,11.95384,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-06-01T00:00:00,2604.49859,104906.34926,12.28288,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-06-02T00:00:00,2581.24081,100512.45107,19.70013,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-06-03T00:00:00,2503.8846,101469.7242,26.74304,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-06-04T00:00:00,2468.2292,102591.52753,25.32128,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-06-05T00:00:00,2460.23037,98451.42782,26.77925,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-06-06T00:00:00,2481.8998,86315.79148,27.14461,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-06-07T00:00:00,2441.33647,109460.49227,29.12246,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-06-08T00:00:00,2425.98664,101421.1687,29.64697,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-06-09T00:00:00,2423.41457,98948.57012,29.02691,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-06-10T00:00:00,2424.5248,102079.49873,27.96181,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-06-11T00:00:00,2423.73771,100384.21648,26.56824,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-06-12T00:00:00,1578.17408,66077.17742,11.7356,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-06-13T00:00:00,1170.81441,47272.41123,6.25366,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-06-14T00:00:00,1886.16405,77252.93873,11.14367,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-06-15T00:00:00,2282.32927,89233.12803,13.96194,JOHAN SVERDRUP
NO 16/2-D-15,16/2-D-15,NO 16/2-D-15,2024-06-16T00:00:00,2321.3607,102138.01006,14.08164,JOHAN SVERDRUP
